0, 248, 218, 259, 230
0, 250, 210, 260, 222
0, 251, 202, 261, 214
1, 253, 194, 262, 205
2, 255, 186, 263, 196
2, 257, 178, 264, 189
2, 259, 169, 266, 179
2, 261, 161, 267, 171
2, 262, 154, 268, 163
2, 264, 145, 269, 154
2, 266, 137, 271, 146
2, 267, 130, 272, 138
2, 270, 122, 273, 129
2, 272, 114, 275, 121
2, 273, 107, 276, 114
2, 275, 99, 277, 105
2, 272, 95, 275, 103
2, 267, 91, 272, 103
2, 264, 86, 269, 101
2, 261, 82, 267, 101
2, 257, 79, 264, 101
2, 253, 74, 262, 100
2, 250, 71, 260, 100
2, 246, 67, 259, 104
2, 243, 63, 258, 108
2, 239, 62, 258, 113
2, 237, 61, 258, 119
2, 235, 61, 259, 125
2, 232, 64, 259, 131
2, 231, 67, 261, 138
2, 230, 71, 262, 145
2, 228, 76, 263, 151
2, 228, 82, 266, 159
2, 228, 87, 268, 166
2, 228, 95, 270, 174
2, 228, 102, 274, 182
2, 229, 108, 277, 189
2, 230, 117, 279, 197
1, 231, 124, 284, 206
1, 233, 132, 287, 213
1, 235, 140, 291, 221
1, 238, 148, 296, 230
1, 240, 156, 300, 238
1, 243, 165, 303, 245
1, 247, 173, 302, 246
1, 247, 176, 298, 243
1, 247, 180, 294, 240
1, 247, 183, 289, 236
1, 247, 187, 284, 234
1, 248, 191, 280, 231
1, 248, 194, 275, 227
1, 249, 198, 270, 225
0, 249, 202, 266, 222
0, 248, 204, 262, 220
0, 244, 201, 263, 224
1, 239, 198, 264, 229
1, 234, 196, 265, 232
1, 230, 194, 267, 236
1, 225, 191, 268, 240
1, 221, 189, 269, 244
1, 216, 187, 271, 248
1, 211, 184, 272, 252
1, 207, 182, 274, 256
1, 202, 181, 274, 259
2, 197, 178, 269, 256
2, 193, 177, 265, 254
2, 189, 176, 261, 252
2, 183, 174, 256, 249
2, 180, 171, 253, 247
2, 180, 167, 252, 243
2, 178, 162, 249, 238
2, 178, 158, 248, 234
2, 178, 154, 247, 230
2, 177, 149, 245, 226
2, 176, 145, 244, 222
2, 177, 141, 243, 218
2, 176, 136, 241, 213
2, 176, 131, 240, 209
2, 177, 127, 240, 206
2, 177, 123, 238, 201
3, 177, 118, 237, 197
3, 178, 114, 237, 194
3, 178, 110, 236, 189
3, 179, 106, 235, 186
3, 181, 102, 236, 182
3, 181, 97, 235, 178
3, 182, 93, 234, 174
3, 184, 90, 235, 171
3, 185, 85, 234, 167
3, 187, 82, 234, 163
3, 189, 78, 235, 160
3, 190, 74, 234, 156
3, 187, 71, 231, 153
3, 185, 69, 228, 150
3, 182, 67, 224, 147
3, 179, 68, 221, 146
3, 177, 69, 218, 145
3, 174, 70, 214, 143
3, 171, 74, 210, 144
3, 169, 78, 208, 144
3, 166, 83, 204, 144
3, 163, 89, 200, 146
4, 162, 95, 198, 148
4, 159, 101, 194, 150
4, 156, 109, 190, 154
4, 155, 115, 188, 157
4, 152, 122, 184, 160
4, 149, 131, 180, 165
4, 148, 138, 178, 170
4, 146, 146, 174, 174
4, 143, 154, 171, 180
4, 142, 162, 168, 185
4, 140, 170, 164, 191
4, 138, 179, 161, 197
3, 137, 187, 158, 203
3, 135, 195, 155, 209
2, 133, 204, 152, 217
2, 133, 212, 149, 223
2, 131, 221, 146, 230
2, 129, 230, 143, 238
2, 129, 238, 140, 244
2, 128, 246, 137, 251
2, 126, 256, 134, 259
2, 126, 264, 131, 267
2, 124, 272, 130, 275
2, 122, 281, 129, 284
2, 120, 288, 129, 292
2, 118, 296, 128, 300
2, 116, 305, 127, 309
2, 114, 313, 127, 318
2, 112, 321, 126, 326
2, 110, 330, 125, 335
2, 108, 337, 125, 343
2, 106, 345, 124, 351
2, 104, 354, 123, 360
2, 103, 362, 123, 369
2, 101, 370, 123, 377
2, 98, 379, 122, 386
2, 97, 387, 122, 394
2, 95, 395, 122, 402
2, 93, 404, 121, 411
2, 92, 412, 121, 420
2, 90, 420, 121, 428
2, 88, 429, 121, 437
2, 87, 437, 121, 445
2, 85, 445, 121, 453
2, 83, 454, 121, 462
2, 87, 457, 121, 465
2, 90, 460, 121, 467
2, 93, 464, 121, 471
2, 97, 467, 122, 473
2, 100, 470, 123, 475
2, 104, 474, 123, 479
2, 108, 477, 125, 481
2, 112, 480, 126, 484
2, 116, 485, 127, 487
2, 120, 488, 129, 490
2, 129, 486, 135, 488
2, 137, 485, 141, 486
2, 145, 483, 147, 484
2, 147, 482, 147, 482
2, 150, 481, 148, 481
2, 152, 479, 149, 478
2, 154, 478, 149, 476
2, 158, 477, 151, 475
2, 156, 480, 147, 478
2, 153, 484, 143, 480
2, 152, 488, 139, 484
2, 151, 492, 136, 487
2, 149, 495, 131, 490
2, 145, 499, 129, 494
2, 142, 501, 126, 497
2, 137, 504, 122, 500
2, 134, 508, 119, 504
2, 131, 511, 117, 507
2, 126, 514, 113, 510
2, 123, 517, 110, 515
2, 119, 520, 107, 518
2, 115, 523, 104, 521
2, 112, 527, 102, 525
2, 107, 530, 99, 528
2, 104, 532, 96, 531
2, 103, 537, 92, 535
2, 102, 540, 89, 538
2, 101, 544, 84, 541
2, 101, 548, 80, 544
2, 101, 551, 76, 547
2, 100, 555, 72, 551
2, 100, 559, 68, 554
2, 104, 557, 70, 552
2, 107, 557, 71, 551
2, 111, 555, 73, 549
2, 115, 554, 75, 547
2, 118, 553, 77, 546
2, 122, 552, 79, 544
2, 126, 551, 81, 542
2, 129, 550, 83, 541
2, 133, 549, 86, 539
2, 137, 548, 89, 538
2, 140, 547, 91, 537
2, 144, 546, 94, 535
2, 148, 545, 97, 533
2, 151, 544, 99, 532
2, 155, 543, 102, 531
2, 159, 542, 105, 529
2, 162, 542, 108, 528
2, 166, 541, 111, 527
2, 169, 540, 113, 525
2, 173, 537, 117, 521
2, 177, 530, 120, 514
2, 180, 523, 123, 506
2, 184, 515, 126, 498
2, 188, 509, 130, 490
2, 191, 502, 132, 483
2, 193, 494, 136, 475
2, 192, 485, 140, 467
2, 190, 477, 142, 460
2, 188, 467, 146, 452
2, 187, 459, 150, 445
2, 185, 450, 152, 437
2, 184, 440, 156, 430
2, 183, 432, 160, 422
2, 181, 423, 162, 415
2, 180, 413, 167, 408
2, 180, 405, 169, 400
2, 183, 399, 168, 392
2, 187, 392, 167, 382
2, 191, 385, 166, 374
2, 194, 379, 165, 365
2, 198, 372, 165, 355
1, 202, 366, 165, 347
1, 205, 360, 164, 338
1, 209, 353, 164, 329
1, 212, 347, 164, 320
1, 214, 341, 163, 312
1, 213, 331, 163, 302
1, 209, 327, 159, 298
1, 203, 323, 154, 295
2, 199, 318, 150, 290
2, 195, 314, 146, 286
2, 189, 309, 141, 283
2, 185, 305, 137, 278
2, 180, 301, 133, 275
2, 175, 296, 128, 271
2, 171, 291, 124, 266
2, 166, 287, 120, 263
2, 161, 283, 115, 260
2, 156, 278, 111, 255
2, 152, 274, 107, 252
2, 150, 272, 104, 249
2, 150, 269, 102, 245
2, 149, 267, 99, 243
2, 148, 265, 97, 240
2, 148, 262, 94, 236
2, 148, 260, 92, 233
2, 147, 258, 90, 231
2, 146, 256, 87, 227
2, 146, 254, 86, 225
2, 146, 252, 84, 222
2, 146, 250, 82, 218
2, 146, 248, 80, 216
2, 146, 246, 79, 213
2, 146, 244, 77, 210
2, 147, 242, 76, 207
2, 147, 241, 76, 205
2, 147, 238, 74, 202
3, 148, 237, 74, 199
3, 148, 235, 74, 197
3, 149, 233, 73, 194
3, 151, 232, 73, 191
3, 151, 231, 73, 189
3, 152, 229, 73, 186
3, 154, 228, 74, 184
3, 154, 226, 75, 182
3, 156, 225, 75, 179
3, 158, 224, 76, 177
3, 158, 223, 78, 175
3, 160, 218, 80, 168
3, 163, 214, 81, 161
3, 164, 210, 83, 155
3, 166, 206, 86, 149
3, 168, 203, 87, 143
4, 169, 199, 89, 138
4, 171, 196, 91, 132
4, 174, 194, 93, 127
4, 175, 191, 95, 123
4, 177, 190, 98, 119
4, 179, 189, 99, 115
4, 181, 187, 102, 113
4, 183, 186, 104, 110
4, 185, 186, 105, 108
4, 186, 186, 108, 107
4, 188, 186, 110, 107
4, 191, 188, 112, 106
4, 192, 188, 114, 107
4, 194, 190, 116, 109
4, 197, 192, 118, 110
4, 198, 194, 121, 113
3, 200, 197, 123, 117
3, 203, 200, 125, 120
2, 207, 202, 131, 122
2, 211, 203, 137, 124
2, 215, 206, 142, 126
2, 220, 208, 148, 128
2, 225, 209, 154, 131
2, 230, 211, 160, 132
2, 235, 214, 167, 135
2, 240, 215, 174, 137
2, 246, 217, 180, 139
2, 252, 220, 187, 141
2, 258, 221, 195, 143
2, 256, 214, 195, 136
2, 254, 206, 197, 129
3, 253, 198, 199, 123
2, 252, 191, 202, 116
2, 253, 184, 205, 110
2, 253, 176, 210, 104
2, 254, 169, 214, 98
2, 256, 163, 219, 93
2, 258, 155, 225, 89
2, 261, 148, 230, 84
2, 264, 142, 237, 82
2, 268, 135, 244, 79
2, 272, 130, 251, 77
2, 276, 124, 259, 77
2, 279, 119, 262, 72
2, 281, 114, 265, 69
2, 282, 110, 268, 65
2, 285, 105, 272, 61
2, 287, 100, 275, 58
2, 289, 96, 278, 55
2, 292, 91, 282, 51
2, 293, 82, 285, 50
2, 294, 74, 289, 51
2, 296, 65, 294, 51
2, 298, 57, 298, 55
2, 300, 49, 302, 59
2, 303, 40, 307, 64
2, 305, 33, 312, 71
2, 308, 27, 317, 77
2, 312, 21, 322, 84
2, 315, 20, 328, 92
