0, 342, 323, 377, 361
0, 337, 325, 372, 362
0, 333, 327, 368, 363
0, 329, 330, 364, 364
0, 324, 331, 358, 365
0, 320, 333, 354, 366
0, 316, 336, 350, 368
0, 311, 338, 344, 369
0, 307, 340, 340, 370
0, 304, 343, 336, 372
0, 299, 345, 331, 373
0, 295, 347, 327, 374
0, 291, 350, 322, 377
0, 286, 352, 317, 378
0, 283, 355, 313, 379
0, 279, 358, 309, 382
0, 274, 360, 303, 383
0, 270, 363, 299, 385
0, 267, 366, 295, 387
0, 262, 368, 290, 389
0, 258, 371, 286, 390
0, 255, 374, 282, 393
0, 250, 377, 276, 395
0, 247, 379, 272, 397
0, 242, 383, 267, 399
0, 239, 385, 263, 400
0, 235, 381, 259, 396
0, 231, 378, 254, 393
0, 227, 374, 250, 388
0, 224, 371, 246, 384
0, 220, 367, 241, 380
0, 217, 363, 236, 375
0, 213, 360, 232, 372
0, 209, 357, 228, 368
0, 206, 353, 223, 363
0, 203, 350, 219, 360
1, 199, 347, 214, 356
1, 196, 343, 210, 351
1, 193, 340, 206, 348
1, 189, 337, 202, 344
2, 187, 333, 197, 339
2, 184, 330, 194, 336
2, 180, 328, 189, 332
2, 178, 324, 185, 328
2, 175, 321, 181, 324
2, 172, 319, 176, 321
2, 174, 310, 177, 311
2, 177, 302, 178, 303
2, 179, 295, 178, 295
2, 181, 286, 180, 285
2, 184, 279, 181, 277
2, 186, 272, 181, 269
2, 189, 264, 183, 259
2, 192, 256, 184, 251
2, 194, 250, 185, 243
2, 197, 242, 187, 234
2, 200, 235, 188, 225
1, 202, 228, 189, 217
1, 200, 225, 186, 213
2, 199, 224, 183, 210
2, 196, 222, 179, 207
2, 195, 220, 176, 203
2, 194, 218, 173, 200
3, 192, 217, 169, 197
3, 188, 213, 166, 193
3, 185, 209, 163, 190
3, 181, 206, 159, 187
3, 177, 201, 156, 183
4, 174, 198, 153, 180
4, 170, 194, 150, 177
4, 166, 190, 146, 173
4, 162, 187, 143, 170
4, 159, 183, 140, 167
4, 155, 179, 136, 163
4, 151, 175, 133, 160
4, 148, 172, 130, 157
4, 144, 168, 126, 153
4, 140, 164, 124, 151
4, 136, 161, 121, 148
4, 132, 157, 117, 144
4, 129, 153, 114, 141
4, 125, 150, 112, 138
4, 121, 145, 108, 135
4, 118, 142, 106, 132
4, 114, 138, 103, 129
4, 113, 136, 98, 125
4, 112, 135, 95, 121
4, 111, 134, 91, 118
4, 110, 132, 87, 114
4, 110, 131, 83, 110
4, 110, 131, 80, 107
4, 110, 130, 76, 103
4, 114, 133, 73, 100
4, 118, 136, 72, 98
4, 123, 140, 70, 96
4, 129, 144, 71, 96
4, 134, 148, 72, 96
4, 141, 153, 74, 96
4, 147, 159, 78, 98
4, 153, 164, 82, 101
4, 161, 170, 87, 104
4, 168, 176, 93, 108
4, 175, 183, 98, 112
4, 183, 190, 105, 117
4, 190, 196, 112, 123
3, 197, 203, 119, 128
2, 206, 211, 127, 135
2, 213, 218, 134, 141
2, 221, 225, 141, 148
2, 230, 233, 150, 155
2, 237, 240, 158, 162
2, 245, 248, 165, 169
2, 249, 251, 169, 172
2, 252, 254, 172, 175
2, 255, 256, 175, 177
2, 259, 260, 179, 180
2, 257, 258, 177, 178
2, 255, 256, 175, 177
2, 254, 256, 174, 176
2, 252, 254, 172, 175
2, 250, 252, 170, 174
2, 249, 252, 169, 173
2, 247, 251, 168, 172
2, 246, 249, 166, 171
2, 245, 249, 165, 171
2, 243, 248, 164, 170
2, 242, 246, 162, 169
2, 241, 246, 162, 170
2, 245, 250, 166, 173
2, 248, 253, 169, 177
2, 253, 258, 174, 183
2, 256, 262, 178, 186
2, 259, 266, 181, 190
2, 264, 271, 186, 196
2, 268, 275, 190, 200
1, 271, 278, 194, 204
1, 276, 283, 199, 209
0, 280, 287, 203, 213
0, 283, 291, 207, 217
0, 288, 296, 212, 222
0, 292, 300, 215, 226
0, 295, 304, 219, 230
0, 300, 309, 225, 236
0, 304, 313, 228, 240
0, 308, 317, 232, 244
0, 313, 322, 238, 249
0, 317, 326, 241, 253
0, 320, 330, 245, 257
0, 325, 335, 251, 263
0, 329, 339, 255, 267
0, 333, 343, 259, 271
0, 337, 347, 264, 276
0, 335, 346, 268, 281
0, 334, 344, 272, 285
0, 331, 342, 277, 290
0, 330, 341, 281, 294
0, 328, 339, 285, 298
0, 326, 338, 291, 304
0, 324, 337, 295, 308
0, 323, 335, 299, 312
0, 321, 334, 304, 318
0, 322, 335, 306, 320
0, 326, 339, 305, 319
0, 329, 347, 301, 321
0, 331, 354, 298, 323
0, 332, 361, 294, 326
0, 336, 369, 290, 328
0, 337, 376, 287, 331
0, 339, 383, 283, 334
0, 343, 392, 279, 337
0, 345, 399, 275, 341
0, 345, 405, 272, 344
0, 342, 408, 268, 348
0, 338, 411, 264, 352
0, 334, 413, 261, 357
0, 330, 417, 257, 361
0, 327, 420, 253, 366
0, 322, 423, 249, 370
0, 319, 427, 245, 375
0, 316, 431, 242, 380
0, 311, 434, 238, 385
0, 308, 439, 234, 391
0, 306, 439, 233, 392
0, 304, 440, 232, 394
0, 303, 440, 231, 394
0, 301, 441, 230, 396
0, 299, 442, 229, 398
0, 298, 442, 229, 399
0, 297, 443, 228, 400
0, 295, 444, 228, 402
0, 294, 444, 227, 403
0, 293, 445, 227, 404
0, 291, 446, 226, 407
0, 291, 447, 226, 408
0, 290, 448, 226, 410
0, 288, 449, 226, 412
0, 288, 450, 226, 413
0, 288, 451, 227, 415
0, 282, 450, 224, 416
0, 275, 453, 217, 421
0, 268, 457, 211, 426
0, 260, 461, 205, 432
1, 253, 465, 199, 438
1, 246, 469, 193, 443
1, 238, 474, 187, 450
1, 231, 478, 182, 457
1, 224, 483, 177, 463
1, 216, 486, 172, 468
1, 210, 486, 167, 469
1, 204, 485, 163, 470
2, 196, 484, 159, 470
2, 191, 484, 156, 471
2, 184, 484, 152, 473
2, 178, 483, 149, 473
2, 172, 483, 147, 475
2, 167, 484, 145, 477
2, 161, 484, 143, 478
2, 156, 484, 143, 480
2, 151, 485, 142, 483
2, 146, 485, 142, 484
2, 143, 487, 143, 487
2, 139, 488, 144, 490
2, 135, 489, 145, 491
2, 133, 490, 148, 494
2, 130, 492, 150, 498
2, 128, 493, 153, 500
2, 127, 495, 156, 503
2, 126, 497, 160, 507
2, 126, 499, 164, 510
2, 127, 501, 168, 513
2, 127, 504, 173, 517
2, 129, 506, 178, 520
2, 131, 509, 183, 524
2, 136, 506, 188, 523
2, 140, 502, 192, 520
2, 143, 499, 194, 516
2, 144, 496, 195, 513
2, 146, 492, 195, 509
2, 150, 489, 197, 505
2, 152, 485, 198, 502
2, 154, 481, 199, 498
1, 157, 478, 200, 494
1, 159, 475, 202, 491
1, 161, 471, 203, 487
1, 165, 468, 204, 483
1, 167, 464, 206, 480
1, 169, 460, 207, 476
1, 173, 457, 209, 472
1, 175, 454, 211, 469
1, 178, 450, 212, 465
1, 181, 447, 214, 461
1, 184, 444, 216, 458
1, 187, 439, 218, 454
1, 190, 436, 220, 450
1, 198, 428, 226, 442
0, 205, 419, 232, 433
0, 212, 411, 238, 425
0, 213, 403, 238, 417
0, 215, 394, 239, 408
0, 216, 386, 240, 399
0, 217, 378, 240, 391
0, 219, 369, 241, 382
0, 221, 361, 242, 374
0, 222, 352, 243, 366
0, 224, 343, 244, 357
0, 225, 335, 245, 348
0, 226, 327, 245, 341
0, 228, 318, 246, 331
0, 230, 310, 247, 323
0, 231, 302, 248, 315
0, 233, 293, 249, 306
0, 235, 285, 250, 298
0, 236, 277, 251, 290
0, 238, 268, 252, 281
0, 240, 260, 253, 272
0, 241, 252, 254, 264
0, 243, 243, 255, 255
0, 245, 235, 257, 247
0, 246, 227, 257, 239
