224, -548, -771 1
224, -522, -771 0
224, -496, -771 0
224, -471, -771 0
224, -445, -771 0
224, -419, -771 0
224, -393, -771 0
224, -368, -771 0
224, -342, -771 0
224, -316, -771 0
224, -291, -771 0
224, -265, -771 0
224, -239, -771 0
224, -214, -771 0
224, -188, -771 0
224, -162, -771 1
224, -136, -771 1
224, -111, -771 1
224,  -85, -771 1
224,  -59, -771 1
224,  -34, -771 1
224,   -8, -771 1
224,   18, -771 1
224,   43, -771 1
224,   50, -771 1
224, -650, -679 1
224, -650, -679 1
224, -628, -679 1
224, -605, -679 1
224, -583, -679 1
224, -560, -679 1
224, -537, -679 1
224, -515, -679 1
224, -492, -679 1
224, -469, -679 1
224, -447, -679 0
224, -424, -679 0
224, -402, -679 0
224, -379, -679 0
224, -356, -679 0
224, -334, -679 0
224, -311, -679 0
224, -288, -679 0
224, -266, -679 0
224, -243, -679 0
224, -220, -679 0
224, -198, -679 0
224, -175, -679 1
224, -153, -679 1
224, -130, -679 1
224, -107, -679 1
224,  -85, -679 1
224,  -62, -679 1
224,  -39, -679 1
224,  -17, -679 1
224,    6, -679 1
224,   28, -679 1
224,   50, -679 1
224, -650, -665 1
224, -650, -665 1
224, -628, -665 1
224, -606, -665 1
224, -584, -665 1
224, -562, -665 1
224, -540, -665 1
224, -518, -665 1
224, -495, -665 1
224, -473, -665 1
224, -451, -665 0
224, -429, -665 0
224, -407, -665 0
224, -385, -665 0
224, -362, -665 0
224, -340, -665 0
224, -318, -665 0
224, -296, -665 0
224, -274, -665 0
224, -252, -665 0
224, -229, -665 0
224, -207, -665 0
224, -185, -665 0
224, -163, -665 1
224, -141, -665 1
224, -119, -665 1
224,  -96, -665 1
224,  -74, -665 1
224,  -52, -665 1
224,  -30, -665 1
224,   -8, -665 1
224,   14, -665 1
224,   37, -665 1
224,   50, -665 1
224, -650, -738 1
224, -650, -738 1
224, -626, -738 1
224, -601, -738 1
224, -577, -738 1
224, -552, -738 1
224, -527, -738 1
224, -503, -738 1
224, -478, -738 1
224, -454, -738 1
224, -429, -738 0
224, -404, -738 0
224, -380, -738 0
224, -355, -738 0
224, -331, -738 0
224, -306, -738 0
224, -281, -738 0
224, -257, -738 0
224, -232, -738 0
224, -208, -738 0
224, -183, -738 0
224, -158, -738 0
224, -134, -738 1
224, -109, -738 1
224,  -85, -738 1
224,  -60, -738 1
224,  -35, -738 1
224,  -11, -738 1
224,   14, -738 1
224,   38, -738 1
224,   50, -738 1
224, -650, -691 1
224, -650, -691 1
224, -627, -691 1
224, -604, -691 1
224, -581, -691 1
224, -558, -691 1
224, -535, -691 1
224, -512, -691 1
224, -489, -691 1
224, -466, -691 1
224, -443, -691 0
224, -420, -691 0
224, -397, -691 0
224, -374, -691 0
224, -351, -691 0
224, -328, -691 0
224, -305, -691 0
224, -282, -691 0
224, -259, -691 0
224, -236, -691 1
224, -213, -691 1
224, -190, -691 1
224, -167, -691 1
224, -144, -691 1
224, -121, -691 1
224,  -98, -691 1
224,  -75, -691 1
224,  -52, -691 1
224,  -29, -691 1
224,   -6, -691 1
224,   17, -691 1
224,   40, -691 1
224,   50, -691 1
224, -650, -362 1
224, -650, -362 1
224, -638, -362 1
224, -626, -362 1
224, -614, -362 1
224, -602, -362 1
224, -590, -362 1
224, -578, -362 1
224, -566, -362 1
224, -554, -362 1
224, -542, -362 0
224, -530, -362 0
224, -518, -362 0
224, -506, -362 0
224, -494, -362 0
224, -482, -362 0
224, -469, -362 0
224, -457, -362 0
224, -445, -362 0
224, -433, -362 0
224, -421, -362 0
224, -409, -362 0
224, -397, -362 0
224, -385, -362 0
224, -373, -362 0
224, -361, -362 0
224, -349, -362 0
224, -337, -362 0
224, -325, -362 0
224, -313, -362 0
224, -301, -362 0
224, -288, -362 0
224, -276, -362 0
224, -264, -362 0
224, -252, -362 0
224, -240, -362 0
224, -228, -362 0
224, -216, -362 0
224, -204, -362 0
224, -192, -362 0
224, -180, -362 0
224, -168, -362 0
224, -156, -362 0
224, -144, -362 0
224, -132, -362 0
224, -120, -362 0
224, -107, -362 0
224,  -95, -362 0
224,  -83, -362 1
224,  -71, -362 1
224,  -59, -362 1
224,  -47, -362 1
224,  -35, -362 1
224,  -23, -362 1
224,  -11, -362 1
224,    1 -362 1
224,   13 -362 1
224,   25 -362 1
224, 37 -362 1
224, 49 -362 1
224, 50 -362 1
224, -650 -504 1
224, -650 -504 1
224, -634 -504 1
224, -617 -504 1
224, -600 -504 1
224, -583 -504 1
224, -567 -504 1
224, -550 -504 1
224, -533 -504 1
224, -516 -504 1
224, -499 -504 0
224, -483 -504 0
224, -466 -504 0
224, -449 -504 0
224, -432 -504 0
224, -415 -504 0
224, -399 -504 0
224, -382 -504 0
224, -365 -504 0
224, -348 -504 0
224, -331 -504 0
224, -315 -504 0
224, -298 -504 0
224, -281 -504 0
224, -264 -504 0
224, -247 -504 0
224, -231 -504 0
224, -214 -504 0
224, -197 -504 0
224, -180 -504 0
224, -163 -504 1
224, -147 -504 1
224, -130 -504 1
224, -113 -504 1
224, -96 -504 1
224, -79 -504 1
224, -63 -504 1
224, -46 -504 1
224, -29 -504 1
224, -12 -504 1
224, 5 -504 1
224, 21 -504 1
224, 38 -504 1
224, 50 -504 1
224, -650 -739 1
224, -650 -739 1
224, -626 -739 1
224, -601 -739 1
224, -577 -739 1
224, -552 -739 1
224, -527 -739 1
224, -503 -739 1
224, -478 -739 1
224, -453 -739 1
224, -429 -739 0
224, -404 -739 0
224, -380 -739 0
224, -355 -739 0
224, -330 -739 0
224, -306 -739 0
224, -281 -739 0
224, -256 -739 0
224, -232 -739 0
224, -207 -739 1
224, -182 -739 1
224, -158 -739 1
224, -133 -739 1
224, -109 -739 1
224, -84 -739 1
224, -59 -739 1
224, -35 -739 1
224, -10 -739 1
224, 15 -739 1
224, 39 -739 1
224, 50 -739 1
224, -650 -358 1
224, -650 -358 1
224, -639 -358 1
224, -627 -358 1
224, -615 -358 1
224, -603 -358 1
224, -591 -358 1
224, -579 -358 1
224, -567 -358 1
224, -555 -358 1
224, -543 -358 0
224, -531 -358 0
224, -519 -358 0
224, -507 -358 0
224, -495 -358 0
224, -483 -358 0
224, -472 -358 0
224, -460 -358 0
224, -448 -358 0
224, -436 -358 0
224, -424 -358 0
224, -412 -358 0
224, -400 -358 0
224, -388 -358 0
224, -376 -358 0
224, -364 -358 0
224, -352 -358 0
224, -340 -358 0
224, -328 -358 0
224, -316 -358 0
224, -304 -358 0
224, -293 -358 0
224, -281 -358 0
224, -269 -358 0
224, -257 -358 0
224, -245 -358 0
224, -233 -358 0
224, -221 -358 0
224, -209 -358 0
224, -197 -358 0
224, -185 -358 0
224, -173 -358 0
224, -161 -358 0
224, -149 -358 1
224, -137 -358 1
224, -125 -358 1
224, -114 -358 1
224, -102 -358 1
224, -90 -358 1
224, -78 -358 1
224, -66 -358 1
224, -54 -358 1
224, -42 -358 1
224, -30 -358 1
224, -18 -358 1
224, -6 -358 1
224, 6 -358 1
224, 18 -358 1
224, 30 -358 1
224, 42 -358 1
224, 50 -358 1
224, -650 -553 1
224, -650 -553 1
224, -632 -553 1
224, -614 -553 1
224, -595 -553 1
224, -577 -553 1
224, -558 -553 1
224, -540 -553 1
224, -521 -553 0
224, -503 -553 0
224, -485 -553 0
224, -466 -553 0
224, -448 -553 0
224, -429 -553 0
224, -411 -553 0
224, -392 -553 0
224, -374 -553 0
224, -356 -553 0
224, -337 -553 0
224, -319 -553 0
224, -300 -553 0
224, -282 -553 0
224, -263 -553 0
224, -245 -553 1
224, -227 -553 1
224, -208 -553 1
224, -190 -553 1
224, -171 -553 1
224, -153 -553 1
224, -134 -553 1
224, -116 -553 1
224, -98 -553 1
224, -79 -553 1
224, -61 -553 1
224, -42 -553 1
224, -24 -553 1
224, -5 -553 1
224, 13 -553 1
224, 32 -553 1
224, 50 -553 1
224, -650 -532 1
224, -650 -532 1
224, -633 -532 1
224, -615 -532 1
224, -597 -532 1
224, -580 -532 1
224, -562 -532 1
224, -544 -532 1
224, -526 -532 0
224, -509 -532 0
224, -491 -532 0
224, -473 -532 0
224, -455 -532 0
224, -438 -532 0
224, -420 -532 0
224, -402 -532 0
224, -384 -532 0
224, -367 -532 0
224, -349 -532 0
224, -331 -532 0
224, -314 -532 0
224, -296 -532 0
224, -278 -532 0
224, -260 -532 0
224, -243 -532 0
224, -225 -532 0
224, -207 -532 0
224, -189 -532 0
224, -172 -532 1
224, -154 -532 1
224, -136 -532 1
224, -118 -532 1
224, -101 -532 1
224, -83 -532 1
224, -65 -532 1
224, -48 -532 1
224, -30 -532 1
224, -12 -532 1
224, 6 -532 1
224, 23 -532 1
224, 41 -532 1
224, 50 -532 1
224, -650 -615 1
224, -650 -615 1
224, -630 -615 1
224, -609 -615 1
224, -589 -615 1
224, -568 -615 1
224, -548 -615 1
224, -527 -615 1
224, -507 -615 1
224, -486 -615 1
224, -466 -615 0
224, -445 -615 0
224, -425 -615 0
224, -404 -615 0
224, -384 -615 0
224, -363 -615 0
224, -343 -615 0
224, -322 -615 0
224, -302 -615 0
224, -281 -615 0
224, -261 -615 0
224, -240 -615 0
224, -220 -615 0
224, -199 -615 0
224, -179 -615 0
224, -158 -615 0
224, -138 -615 1
224, -117 -615 1
224, -97 -615 1
224, -76 -615 1
224, -56 -615 1
224, -35 -615 1
224, -15 -615 1
224, 6 -615 1
224, 26 -615 1
224, 47 -615 1
224, 50 -615 1
224, -650 -438 1
224, -650 -438 1
224, -636 -438 1
224, -621 -438 1
224, -607 -438 1
224, -592 -438 1
224, -577 -438 1
224, -563 -438 1
224, -548 -438 1
224, -534 -438 1
224, -519 -438 0
224, -504 -438 0
224, -490 -438 0
224, -475 -438 0
224, -461 -438 0
224, -446 -438 0
224, -431 -438 0
224, -417 -438 0
224, -402 -438 0
224, -388 -438 0
224, -373 -438 0
224, -358 -438 0
224, -344 -438 0
224, -329 -438 0
224, -315 -438 0
224, -300 -438 0
224, -285 -438 0
224, -271 -438 0
224, -256 -438 0
224, -242 -438 0
224, -227 -438 0
224, -212 -438 0
224, -198 -438 0
224, -183 -438 0
224, -169 -438 0
224, -154 -438 0
224, -139 -438 0
224, -125 -438 1
224, -110 -438 1
224, -96 -438 1
224, -81 -438 1
224, -66 -438 1
224, -52 -438 1
224, -37 -438 1
224, -23 -438 1
224, -8 -438 1
224, 7 -438 1
224, 21 -438 1
224, 36 -438 1
224, 50 -438 1
224, -650 -340 1
224, -650 -340 1
224, -639 -340 1
224, -628 -340 1
224, -616 -340 1
224, -605 -340 1
224, -594 -340 1
224, -582 -340 1
224, -571 -340 1
224, -560 -340 1
224, -548 -340 0
224, -537 -340 0
224, -526 -340 0
224, -514 -340 0
224, -503 -340 0
224, -492 -340 0
224, -480 -340 0
224, -469 -340 0
224, -458 -340 0
224, -446 -340 0
224, -435 -340 0
224, -424 -340 0
224, -412 -340 0
224, -401 -340 0
224, -390 -340 0
224, -378 -340 0
224, -367 -340 0
224, -356 -340 0
224, -344 -340 0
224, -333 -340 0
224, -322 -340 0
224, -310 -340 0
224, -299 -340 0
224, -288 -340 0
224, -276 -340 0
224, -265 -340 0
224, -254 -340 0
224, -242 -340 0
224, -231 -340 0
224, -220 -340 0
224, -208 -340 0
224, -197 -340 0
224, -186 -340 0
224, -174 -340 0
224, -163 -340 0
224, -152 -340 0
224, -140 -340 0
224, -129 -340 1
224, -118 -340 1
224, -106 -340 1
224, -95 -340 1
224, -84 -340 1
224, -72 -340 1
224, -61 -340 1
224, -50 -340 1
224, -38 -340 1
224, -27 -340 1
224, -16 -340 1
224, -4 -340 1
224, 7 -340 1
224, 18 -340 1
224, 30 -340 1
224, 41 -340 1
224, 50 -340 1
224, -650 -343 1
224, -650 -343 1
224, -639 -343 1
224, -628 -343 1
224, -616 -343 1
224, -605 -343 1
224, -593 -343 1
224, -582 -343 1
224, -570 -343 0
224, -559 -343 0
224, -548 -343 0
224, -536 -343 0
224, -525 -343 0
224, -513 -343 0
224, -502 -343 0
224, -490 -343 0
224, -479 -343 0
224, -468 -343 0
224, -456 -343 0
224, -445 -343 0
224, -433 -343 0
224, -422 -343 0
224, -410 -343 0
224, -399 -343 0
224, -388 -343 0
224, -376 -343 0
224, -365 -343 0
224, -353 -343 0
224, -342 -343 0
224, -330 -343 0
224, -319 -343 0
224, -308 -343 0
224, -296 -343 0
224, -285 -343 0
224, -273 -343 0
224, -262 -343 0
224, -250 -343 0
224, -239 -343 0
224, -227 -343 0
224, -216 -343 0
224, -205 -343 0
224, -193 -343 0
224, -182 -343 0
224, -170 -343 0
224, -159 -343 0
224, -147 -343 1
224, -136 -343 1
224, -125 -343 1
224, -113 -343 1
224, -102 -343 1
224, -90 -343 1
224, -79 -343 1
224, -67 -343 1
224, -56 -343 1
224, -45 -343 1
224, -33 -343 1
224, -22 -343 1
224, -10 -343 1
224, 1 -343 1
224, 13 -343 1
224, 24 -343 1
224, 35 -343 1
224, 47 -343 1
224, 50 -343 1
224, -650 -493 1
224, -650 -493 1
224, -634 -493 1
224, -618 -493 1
224, -601 -493 1
224, -585 -493 1
224, -568 -493 1
224, -552 -493 0
224, -535 -493 0
224, -519 -493 0
224, -503 -493 0
224, -486 -493 0
224, -470 -493 0
224, -453 -493 0
224, -437 -493 0
224, -420 -493 0
224, -404 -493 0
224, -388 -493 0
224, -371 -493 0
224, -355 -493 0
224, -338 -493 0
224, -322 -493 0
224, -305 -493 0
224, -289 -493 0
224, -273 -493 0
224, -256 -493 0
224, -240 -493 0
224, -223 -493 0
224, -207 -493 1
224, -190 -493 1
224, -174 -493 1
224, -158 -493 1
224, -141 -493 1
224, -125 -493 1
224, -108 -493 1
224, -92 -493 1
224, -75 -493 1
224, -59 -493 1
224, -42 -493 1
224, -26 -493 1
224, -10 -493 1
224, 7 -493 1
224, 23 -493 1
224, 40 -493 1
224, 50 -493 1
224, -650 -558 1
224, -650 -558 1
224, -632 -558 1
224, -613 -558 1
224, -595 -558 1
224, -576 -558 1
224, -557 -558 1
224, -539 -558 1
224, -520 -558 0
224, -502 -558 0
224, -483 -558 0
224, -464 -558 0
224, -446 -558 0
224, -427 -558 0
224, -409 -558 0
224, -390 -558 0
224, -371 -558 0
224, -353 -558 0
224, -334 -558 0
224, -316 -558 0
224, -297 -558 0
224, -278 -558 1
224, -260 -558 1
224, -241 -558 1
224, -223 -558 1
224, -204 -558 1
224, -185 -558 1
224, -167 -558 1
224, -148 -558 1
224, -130 -558 1
224, -111 -558 1
224, -92 -558 1
224, -74 -558 1
224, -55 -558 1
224, -37 -558 1
224, -18 -558 1
224, 1 -558 1
224, 19 -558 1
224, 38 -558 1
224, 50 -558 1
224, -650 -549 1
224, -650 -549 1
224, -632 -549 1
224, -614 -549 1
224, -596 -549 1
224, -577 -549 1
224, -559 -549 1
224, -541 -549 0
224, -522 -549 0
224, -504 -549 0
224, -486 -549 0
224, -468 -549 0
224, -449 -549 0
224, -431 -549 0
224, -413 -549 0
224, -394 -549 0
224, -376 -549 0
224, -358 -549 0
224, -339 -549 0
224, -321 -549 0
224, -303 -549 0
224, -285 -549 0
224, -266 -549 0
224, -248 -549 0
224, -230 -549 0
224, -211 -549 0
224, -193 -549 0
224, -175 -549 1
224, -156 -549 1
224, -138 -549 1
224, -120 -549 1
224, -102 -549 1
224, -83 -549 1
224, -65 -549 1
224, -47 -549 1
224, -28 -549 1
224, -10 -549 1
224, 8 -549 1
224, 27 -549 1
224, 45 -549 1
224, 50 -549 1
224, -650 -648 1
224, -650 -648 1
224, -629 -648 1
224, -607 -648 1
224, -586 -648 1
224, -564 -648 1
224, -542 -648 1
224, -521 -648 1
224, -499 -648 1
224, -478 -648 1
224, -456 -648 0
224, -434 -648 0
224, -413 -648 0
224, -391 -648 0
224, -370 -648 0
224, -348 -648 0
224, -326 -648 0
224, -305 -648 0
224, -283 -648 0
224, -262 -648 0
224, -240 -648 0
224, -218 -648 0
224, -197 -648 0
224, -175 -648 0
224, -154 -648 1
224, -132 -648 1
224, -110 -648 1
224, -89 -648 1
224, -67 -648 1
224, -46 -648 1
224, -24 -648 1
224, -2 -648 1
224, 19 -648 1
224, 41 -648 1
224, 50 -648 1
224, -650 -730 1
224, -650 -730 1
224, -626 -730 1
224, -602 -730 1
224, -577 -730 1
224, -553 -730 1
224, -529 -730 1
224, -504 -730 1
224, -480 -730 1
224, -456 -730 1
224, -431 -730 0
224, -407 -730 0
224, -383 -730 0
224, -358 -730 0
224, -334 -730 0
224, -310 -730 0
224, -285 -730 0
224, -261 -730 0
224, -237 -730 0
224, -212 -730 0
224, -188 -730 0
224, -164 -730 0
224, -139 -730 1
224, -115 -730 1
224, -91 -730 1
224, -66 -730 1
224, -42 -730 1
224, -18 -730 1
224, 7 -730 1
224, 31 -730 1
224, 50 -730 1
224, -650 -364 1
224, -650 -364 1
224, -638 -364 1
224, -626 -364 1
224, -614 -364 1
224, -602 -364 1
224, -590 -364 1
224, -578 -364 1
224, -566 -364 1
224, -553 -364 1
224, -541 -364 0
224, -529 -364 0
224, -517 -364 0
224, -505 -364 0
224, -493 -364 0
224, -481 -364 0
224, -469 -364 0
224, -456 -364 0
224, -444 -364 0
224, -432 -364 0
224, -420 -364 0
224, -408 -364 0
224, -396 -364 0
224, -384 -364 0
224, -371 -364 0
224, -359 -364 0
224, -347 -364 0
224, -335 -364 0
224, -323 -364 0
224, -311 -364 0
224, -299 -364 0
224, -287 -364 0
224, -274 -364 0
224, -262 -364 0
224, -250 -364 0
224, -238 -364 0
224, -226 -364 0
224, -214 -364 0
224, -202 -364 0
224, -189 -364 0
224, -177 -364 0
224, -165 -364 0
224, -153 -364 0
224, -141 -364 0
224, -129 -364 1
224, -117 -364 1
224, -105 -364 1
224, -92 -364 1
224, -80 -364 1
224, -68 -364 1
224, -56 -364 1
224, -44 -364 1
224, -32 -364 1
224, -20 -364 1
224, -7 -364 1
224, 5 -364 1
224, 17 -364 1
224, 29 -364 1
224, 41 -364 1
224, 50 -364 1
224, -650 -406 1
224, -650 -406 1
224, -637 -406 1
224, -623 -406 1
224, -610 -406 1
224, -596 -406 1
224, -583 -406 1
224, -569 -406 1
224, -556 -406 1
224, -542 -406 0
224, -529 -406 0
224, -515 -406 0
224, -502 -406 0
224, -488 -406 0
224, -475 -406 0
224, -461 -406 0
224, -448 -406 0
224, -434 -406 0
224, -420 -406 0
224, -407 -406 0
224, -393 -406 0
224, -380 -406 0
224, -366 -406 0
224, -353 -406 0
224, -339 -406 0
224, -326 -406 0
224, -312 -406 0
224, -299 -406 0
224, -285 -406 0
224, -272 -406 0
224, -258 -406 0
224, -244 -406 0
224, -231 -406 0
224, -217 -406 0
224, -204 -406 0
224, -190 -406 0
224, -177 -406 0
224, -163 -406 0
224, -150 -406 0
224, -136 -406 0
224, -123 -406 1
224, -109 -406 1
224, -96 -406 1
224, -82 -406 1
224, -69 -406 1
224, -55 -406 1
224, -41 -406 1
224, -28 -406 1
224, -14 -406 1
224, -1 -406 1
224, 13 -406 1
224, 26 -406 1
224, 40 -406 1
224, 50 -406 1
224, -650 -523 1
224, -650 -523 1
224, -633 -523 1
224, -616 -523 1
224, -598 -523 1
224, -581 -523 1
224, -563 -523 1
224, -546 -523 1
224, -528 -523 1
224, -511 -523 1
224, -494 -523 0
224, -476 -523 0
224, -459 -523 0
224, -441 -523 0
224, -424 -523 0
224, -406 -523 0
224, -389 -523 0
224, -372 -523 0
224, -354 -523 0
224, -337 -523 0
224, -319 -523 0
224, -302 -523 0
224, -284 -523 0
224, -267 -523 0
224, -250 -523 0
224, -232 -523 0
224, -215 -523 0
224, -197 -523 0
224, -180 -523 0
224, -162 -523 0
224, -145 -523 1
224, -128 -523 1
224, -110 -523 1
224, -93 -523 1
224, -75 -523 1
224, -58 -523 1
224, -40 -523 1
224, -23 -523 1
224, -5 -523 1
224, 12 -523 1
224, 29 -523 1
224, 47 -523 1
224, 50 -523 1
224, -650 -471 1
224, -650 -471 1
224, -635 -471 1
224, -619 -471 1
224, -603 -471 1
224, -588 -471 1
224, -572 -471 1
224, -556 -471 1
224, -541 -471 1
224, -525 -471 1
224, -509 -471 0
224, -493 -471 0
224, -478 -471 0
224, -462 -471 0
224, -446 -471 0
224, -431 -471 0
224, -415 -471 0
224, -399 -471 0
224, -384 -471 0
224, -368 -471 0
224, -352 -471 0
224, -336 -471 0
224, -321 -471 0
224, -305 -471 0
224, -289 -471 0
224, -274 -471 0
224, -258 -471 0
224, -242 -471 0
224, -227 -471 0
224, -211 -471 0
224, -195 -471 0
224, -179 -471 0
224, -164 -471 1
224, -148 -471 1
224, -132 -471 1
224, -117 -471 1
224, -101 -471 1
224, -85 -471 1
224, -70 -471 1
224, -54 -471 1
224, -38 -471 1
224, -22 -471 1
224, -7 -471 1
224, 9 -471 1
224, 25 -471 1
224, 40 -471 1
224, 50 -471 1
224, -650 -559 1
224, -650 -559 1
224, -632 -559 1
224, -613 -559 1
224, -595 -559 1
224, -576 -559 1
224, -557 -559 1
224, -539 -559 1
224, -520 -559 1
224, -501 -559 0
224, -483 -559 0
224, -464 -559 0
224, -446 -559 0
224, -427 -559 0
224, -408 -559 0
224, -390 -559 0
224, -371 -559 0
224, -352 -559 0
224, -334 -559 0
224, -315 -559 0
224, -296 -559 0
224, -278 -559 0
224, -259 -559 0
224, -241 -559 0
224, -222 -559 0
224, -203 -559 0
224, -185 -559 0
224, -166 -559 1
224, -147 -559 1
224, -129 -559 1
224, -110 -559 1
224, -92 -559 1
224, -73 -559 1
224, -54 -559 1
224, -36 -559 1
224, -17 -559 1
224, 2 -559 1
224, 20 -559 1
224, 39 -559 1
224, 50 -559 1
224, -650 -528 1
224, -650 -528 1
224, -633 -528 1
224, -615 -528 1
224, -598 -528 1
224, -580 -528 1
224, -562 -528 1
224, -545 -528 1
224, -527 -528 1
224, -510 -528 1
224, -492 -528 0
224, -474 -528 0
224, -457 -528 0
224, -439 -528 0
224, -422 -528 0
224, -404 -528 0
224, -386 -528 0
224, -369 -528 0
224, -351 -528 0
224, -334 -528 0
224, -316 -528 0
224, -298 -528 0
224, -281 -528 0
224, -263 -528 0
224, -246 -528 0
224, -228 -528 0
224, -210 -528 0
224, -193 -528 0
224, -175 -528 1
224, -158 -528 1
224, -140 -528 1
224, -122 -528 1
224, -105 -528 1
224, -87 -528 1
224, -70 -528 1
224, -52 -528 1
224, -34 -528 1
224, -17 -528 1
224, 1 -528 1
224, 18 -528 1
224, 36 -528 1
224, 50 -528 1
224, -650 -359 1
224, -650 -359 1
224, -639 -359 1
224, -627 -359 1
224, -615 -359 1
224, -603 -359 1
224, -591 -359 1
224, -579 -359 1
224, -567 -359 1
224, -555 -359 1
224, -543 -359 0
224, -531 -359 0
224, -519 -359 0
224, -507 -359 0
224, -495 -359 0
224, -483 -359 0
224, -471 -359 0
224, -459 -359 0
224, -447 -359 0
224, -435 -359 0
224, -423 -359 0
224, -411 -359 0
224, -399 -359 0
224, -387 -359 0
224, -375 -359 0
224, -363 -359 0
224, -351 -359 0
224, -339 -359 0
224, -327 -359 0
224, -315 -359 0
224, -303 -359 0
224, -291 -359 0
224, -280 -359 0
224, -268 -359 0
224, -256 -359 0
224, -244 -359 0
224, -232 -359 0
224, -220 -359 0
224, -208 -359 0
224, -196 -359 0
224, -184 -359 0
224, -172 -359 0
224, -160 -359 0
224, -148 -359 0
224, -136 -359 0
224, -124 -359 0
224, -112 -359 0
224, -100 -359 1
224, -88 -359 1
224, -76 -359 1
224, -64 -359 1
224, -52 -359 1
224, -40 -359 1
224, -28 -359 1
224, -16 -359 1
224, -4 -359 1
224, 8 -359 1
224, 20 -359 1
224, 32 -359 1
224, 44 -359 1
224, 50 -359 1
224, -650 -599 1
224, -650 -599 1
224, -631 -599 1
224, -611 -599 1
224, -591 -599 1
224, -571 -599 1
224, -551 -599 1
224, -531 -599 1
224, -511 -599 1
224, -491 -599 1
224, -471 -599 0
224, -451 -599 0
224, -431 -599 0
224, -411 -599 0
224, -391 -599 0
224, -371 -599 0
224, -351 -599 0
224, -331 -599 0
224, -311 -599 0
224, -291 -599 0
224, -271 -599 0
224, -251 -599 0
224, -231 -599 1
224, -211 -599 1
224, -191 -599 1
224, -171 -599 1
224, -151 -599 1
224, -131 -599 1
224, -111 -599 1
224, -91 -599 1
224, -71 -599 1
224, -52 -599 1
224, -32 -599 1
224, -12 -599 1
224, 8 -599 1
224, 28 -599 1
224, 48 -599 1
224, 50 -599 1
224, -650 -383 1
224, -650 -383 1
224, -638 -383 1
224, -625 -383 1
224, -612 -383 1
224, -599 -383 1
224, -587 -383 1
224, -574 -383 1
224, -561 -383 1
224, -548 -383 0
224, -536 -383 0
224, -523 -383 0
224, -510 -383 0
224, -497 -383 0
224, -485 -383 0
224, -472 -383 0
224, -459 -383 0
224, -446 -383 0
224, -433 -383 0
224, -421 -383 0
224, -408 -383 0
224, -395 -383 0
224, -382 -383 0
224, -370 -383 0
224, -357 -383 0
224, -344 -383 0
224, -331 -383 0
224, -319 -383 0
224, -306 -383 0
224, -293 -383 0
224, -280 -383 0
224, -268 -383 0
224, -255 -383 0
224, -242 -383 0
224, -229 -383 0
224, -216 -383 0
224, -204 -383 0
224, -191 -383 0
224, -178 -383 0
224, -165 -383 0
224, -153 -383 0
224, -140 -383 0
224, -127 -383 0
224, -114 -383 0
224, -102 -383 0
224, -89 -383 0
